Tract_ID,STATEFP10,State_Label,F14_FI_RATE,F14_DISTRIB,F14_LB_UNME,F14_Pounds_Needed,Coverage_Pct_2014,F15_FI_RATE,F15_FI_POP,F15_Pounds_Needed,F15_DISTRIB,F15_LB_UNME,Coverage_Pct_2015,PPIN_Distributed_2015,PPIN_Unmet_2015,PPIN_Source_2015,Total_Pop,Poverty_Rate,Median_Income,Unemployment_Rate,Black_Pct,White_Pct,Hispanic_Pct,Homeownership_Pct,Income_Quartile
24031700604,24,MD,2.5,4230.53,31128.22464,35358.75464,11.964589938397218,0.039,273.936,57526.56,426.947484,57099.61252,0.7421745433761379,1.5585665410898897,208.4414334735121,1.558567,7024,0.027,166417,0.071,0.058,2.0,0.036,0.972,Q4 (Highest)
24031701410,24,MD,12.6,15236.27,167999.227,183235.497,8.315130119138434,0.131,927.611,194798.31,41296.62074,153501.6893,21.199681219000308,44.519330559900645,165.48066948322088,44.519331,7081,0.053,89672,0.098,0.523,0.0,0.095,0.793,Q2
24031700816,24,MD,11.2,42753.82,139831.9447,182585.7647,23.415746605573133,0.099,801.702,168357.42,69962.1744,98395.2456,41.55574158834223,87.26705733551869,122.73294266448131,87.267057,8098,0.074,72681,0.069,0.164,3.0,0.288,0.469,Q2
24033800203,24,MD,2.5,3113.24,20700.76272,23814.002719999997,13.073148754557632,0.032,147.750912,31027.69152,6754.40777,24273.28375,21.768966491258965,45.71482963164383,164.28517036835615,45.71483,4608,0.065,119803,0.036,0.145,0.0,0.166,0.964,Q3
24031700826,24,MD,5.0,14777.25,47718.7509,62496.0009,23.645112946738966,0.046,263.166,55264.86,22671.72503,32593.13497,41.02376271287035,86.14990169702774,123.85009830297227,86.149902,5721,0.014,122981,0.018,0.081,2.6,0.073,0.713,Q4 (Highest)
24031700824,24,MD,1.8,2345.23,9312.28632,11657.516319999999,20.11775009035544,0.033,99.297,20852.37,8310.577316,12541.79268,39.85435380246946,83.69414298518586,126.30585697453095,83.694143,3009,0.032,132930,0.033,0.116,4.3,0.08,0.94,Q4 (Highest)
24031701407,24,MD,5.9,7637.86,61238.14996,68876.00996,11.089289295991037,0.059,336.872536,70743.23256,15281.12013,55462.11243,21.600822547993555,45.36172735078647,164.63827264921352,45.361727,5704,0.015,123500,0.049,0.301,0.5,0.077,0.926,Q4 (Highest)
24031700718,24,MD,8.7,19255.47,59122.8346,78378.3046,24.56734691860125,0.083,353.019667,74134.13007,30908.85984,43225.27023,41.693157808440986,87.55563139772606,122.44436860227393,87.555631,4249,0.049,113679,0.022,0.113,3.5,0.053,0.517,Q3
24031701211,24,MD,9.9,33914.71,93943.79213,127858.50213000001,26.525189514200044,0.103,639.424,134279.04,56022.6482,78256.3918,41.72106696622198,87.61424062906617,122.38575937093384,87.614241,6208,0.064,114255,0.074,0.154,0.5,0.091,0.582,Q3
24031700817,24,MD,13.4,36388.66,109179.5609,145568.22090000001,24.997667605622294,0.148,792.5918,166444.278,69552.65349,96891.62451,41.787350292690746,87.75343561465056,122.24656438534942,87.753436,5350,0.073,84583,0.075,0.163,2.2,0.058,0.31,Q2
24031703221,24,MD,7.9,8122.19,69253.5674,77375.7574,10.497073337856593,0.076,378.024,79385.04,15975.5595,63409.4805,20.124143667371083,42.26070170147927,167.73929829852074,42.260702,4974,0.101,113828,0.05,0.317,0.0,0.113,0.905,Q3
24031700828,24,MD,1.9,2230.85,7568.59032,9799.44032,22.76507562831915,0.022,52.8,11088.0,4599.510496,6488.489504,41.481876767676766,87.11194121212121,122.88805878787879,87.111941,2400,0.027,154896,0.022,0.029,0.0,0.062,0.868,Q4 (Highest)
24031700616,24,MD,4.9,6379.86,39781.07684,46160.93684,13.82090667291578,0.058,258.216,54225.36,20729.88287,33495.47713,38.22912908277603,80.28117107382967,129.71882892617032,80.281171,4452,0.018,127228,0.071,0.107,0.5,0.032,0.939,Q4 (Highest)
24031701303,24,MD,4.1,5873.17,26862.05032,32735.22032,17.941440267049956,0.046,174.717108,36690.59268,16719.51906,19971.07362,45.56895334403739,95.69480202247853,114.30519797752147,95.694802,3802,0.021,133182,0.044,0.117,0.6,0.035,0.911,Q4 (Highest)
24031700615,24,MD,3.5,1619.45,20239.45153,21858.90153,7.408652249873601,0.043,123.834711,26005.28931,9792.781938,16212.50737,37.65688518694661,79.07945889258788,130.92054109126155,79.079459,2877,0.005,145417,0.063,0.069,0.3,0.044,0.921,Q4 (Highest)
24031701409,24,MD,3.5,5281.54,26705.65732,31987.19732,16.51141845021138,0.045,208.845,43857.45,5698.999581,38158.45042,12.994370582421002,27.288178223084106,182.71182178170415,27.288178,4641,0.02,137083,0.055,0.212,0.0,0.092,0.964,Q4 (Highest)
24033800105,24,MD,8.5,7718.79,59825.60776,67544.39775999999,11.42772791820063,0.089,320.578,67321.38,13073.46666,54247.91334,19.419487033688256,40.78092277074534,169.21907722925468,40.780923,3602,0.04,84669,0.029,0.523,2.6,0.141,0.78,Q2
24031703218,24,MD,0.0,0.0,0.0,0.0,0.0,0.111,210.6891,44244.711,7359.653569,36885.05743,16.633973649415406,34.93134466377236,175.06865533148132,34.931345,1900,0.058,48622,0.085,0.096,0.0,0.022,0.799,Q1 (Lowest)
24031703220,24,MD,18.1,22402.68,158943.0301,181345.7101,12.353575933859382,0.147,765.017253,160653.6231,30152.78553,130500.8376,18.768817626497714,39.414517008285046,170.58548299171497,39.414517,5199,0.113,69821,0.102,0.408,2.5,0.169,0.611,Q2
