STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,GEOGRAPH,TRACT,POVERTY200,TRACTCE,PERCENT_CA,PERCENT_TR,PERCENT_WA,TOTAL_POP,UNEMPLOYME,POVERTY_RA,MEDIAN_INC,PERCENT_BL,PERCENT_HI,HOME_OWN,F15_FI_RATE,F15_FI_POP,F15_LB_NEED,F15_LB_UNME,F15_DISTRIB,F15_PPIN,FY_FI_RATE,FY_FI_POP,FY_LB_UNME,FY_DISTRIB,FY_PPIN,F14_FI_RATE,F14_LB_UNME,F14_DISTRIB,F14_PPIN,GIS_ID,GLOBALID,CREATED,EDITED,SHAPEAREA,SHAPELEN,OBJECTID
51,610,500100,51610500100,5001,Census Tract 5001,G5020,S,1524546,0,51610500100,500100,0,500100,80.8,17.5,1.7,2996,0.038,0.026,131597,0.016,0.043,0.854,0.038,113.848,23908.08,11480.878929,12427.201071,109.156077,3.8,113.961848,13378.341288,10553.646792,92.606841,3.2,14401.417622,4428.02,49.384618,CAFB_Hunger_Heat_Map_529,{50B08E57-3F67-4297-8C19-E59631793E41},,,0,0,553
51,013,101602,51013101602,1016.02,Census Tract 1016.02,G5020,S,207197,0,51013101602,101602,0,101602,44.5,50,5.5,1608,0.023,0.134,90799,0.032,0.164,0.422,0.09,144.72,30391.2,22171.060283,8220.139717,56.800302,9,144.86472,20966.187619,9455.403581,65.270575,0,0,0,0,CAFB_Hunger_Heat_Map_530,{9374681C-6FAB-46E0-9B5C-11F47FBE9B5C},,,0,0,554
51,013,101000,51013101000,1010,Census Tract 1010,G5020,S,1076640,0,51013101000,101000,0,101000,82.1,16.2,1.7,3082,0.048,0.049,146379,0.059,0.055,0.69,0.062,191.084,40127.64,30465.346085,9662.293915,50.565688,6.2,191.084,31789.183386,8338.456614,43.637649,5.2,20280.612493,14073.71,86.029314,CAFB_Hunger_Heat_Map_531,{05C77D4D-AB80-43B1-856B-A1BDF92D9689},,,0,0,555
11,001,009603,11001009603,96.03,Census Tract 96.03,G5020,S,639310,0,11001009603,9603,0,9603,45.4,52.7,1.9,2735,0.179,0.159,39268,0.932,0.047,0.278,0.249,681.015,143013.15,55645.809285,87367.340715,128.289892,24.9,681.015,61178.840392,81834.309608,120.165209,25.2,56498.751716,96651.73,132.528889,CAFB_Hunger_Heat_Map_512,{C51ED059-27BA-4E58-9A77-62D6A87EF4B7},,,0,0,556
11,001,008200,11001008200,82,Census Tract 82,G5020,S,340155,0,11001008200,8200,0,8200,26.7,39.6,33.7,3004,0.042,0.084,92385,0.042,0.059,0.425,0.057,171.228,35957.88,21404.854704,14553.025296,84.992088,5.7,171.228,19222.250088,16735.629912,97.738862,4.1,8458.286897,16829.28,139.758366,CAFB_Hunger_Heat_Map_513,{69AEC35E-974A-49CB-813A-A03FC87BF469},,,0,0,557
51,013,101702,51013101702,1017.02,Census Tract 1017.02,G5020,S,382465,0,51013101702,101702,0,101702,51,43.1,5.9,4485,0.047,0.095,86125,0.077,0.175,0.327,0.109,488.865,102661.65,69253.636425,33408.013575,68.337912,10.9,488.865,68436.08,34225.57,70.010269,11.3,53914.240699,61081.34,111.544124,CAFB_Hunger_Heat_Map_514,{AE695F7C-0115-46E3-AB87-7D652DC2CE40},,,0,0,558
51,059,491601,51059491601,4916.01,Census Tract 4916.01,G5020,S,1859897,16757,51059491601,491601,0,491601,94.4,3.9,1.7,5179,0.109,0.227,70000,0.106,0.244,0.598,0.134,693.986,145737.06,124299.333987,21437.726013,30.890718,13.4,694.679986,132971.632352,12911.164708,18.585773,13.6,134350.321713,11962.56,17.169627,CAFB_Hunger_Heat_Map_515,{E21BB8CC-34F5-42BD-B4D5-26695BBC9BD1},,,0,0,559
24,033,803512,24033803512,8035.12,Census Tract 8035.12,G5020,S,5431367,1371,24033803512,803512,0,803512,76.9,22.3,0.8,6238,0.079,0.057,81394,0.91,0.017,0.572,0.191,1191.458,250206.18,199978.439356,50227.740644,42.156535,19.1,1191.458,193590.183999,56615.996001,47.518247,18.3,161376.667721,67935.14,62.213891,CAFB_Hunger_Heat_Map_516,{DB4F53BB-B13B-45BE-9ED0-67830DC27E7A},,,0,0,560
51,610,500200,51610500200,5002,Census Tract 5002,G5020,S,1943951,6,51610500200,500200,0,500200,74.3,22.2,3.5,5823,0.045,0.055,117117,0.102,0.159,0.54,0.074,430.902,90489.42,47246.245309,43243.174691,100.35501,7.4,430.902,51853.096196,38636.323804,89.66383,8.6,79041.849167,27078.71,53.585557,CAFB_Hunger_Heat_Map_517,{1A0E4C60-886D-4207-9283-C65697356A0C},,,0,0,561
51,013,101100,51013101100,1011,Census Tract 1011,G5020,S,2144844,0,51013101100,101100,0,101100,75.5,23.6,0.8,5667,0.021,0.02,156971,0.005,0.068,0.809,0.021,118.887993,24966.47853,11568.319924,13398.158606,112.695641,2.1,119.007,13519.934061,11471.535939,96.393791,2.2,17870.194262,7914.03,64.45591,CAFB_Hunger_Heat_Map_518,{50AFA41C-AFE1-433C-B7D4-05D3300032F8},,,0,0,562
51,059,461500,51059461500,4615,Census Tract 4615,G5020,S,3200036,12123,51059461500,461500,0,461500,71.2,28.7,0,6434,0.04,0.02,152113,0.075,0.116,0.725,0.04,257.10264,53991.5544,30730.547543,23261.006857,90.473621,4,257.36,35128.086774,18917.513226,73.506035,4.3,46437.631936,11209.89,40.835694,CAFB_Hunger_Heat_Map_519,{9EF8AB32-4D9F-4522-84EF-4038853C3815},,,0,0,563
11,001,008002,11001008002,80.02,Census Tract 80.02,G5020,S,578152,0,11001008002,8002,0,8002,51.9,41.5,6.7,3694,0.078,0.08,108478,0.365,0.047,0.63,0.078,288.420132,60568.22772,21202.523955,39365.703765,136.487365,7.8,288.132,20265.319006,40242.400994,139.666545,7.7,23688.324906,35671.75,126.197063,CAFB_Hunger_Heat_Map_593,{6C6FB8CB-8BE8-4E15-8819-D5D497DD6771},,,0,0,564
51,013,101701,51013101701,1017.01,Census Tract 1017.01,G5020,S,243867,0,51013101701,101701,0,101701,46.6,41.1,12.2,3686,0.02,0.192,87233,0.108,0.191,0.238,0.121,445.559994,93567.59874,67597.119667,25970.479073,58.287278,12.1,445.559994,64976.923569,28590.675171,64.167958,12.8,43019.597525,42808.24,104.741433,CAFB_Hunger_Heat_Map_594,{570717B3-D45C-400F-9DFF-DC13C686E099},,,0,0,565
24,033,802204,24033802204,8022.04,Census Tract 8022.04,G5020,S,8003654,1210,24033802204,802204,0,802204,85.9,14.1,0,6005,0.095,0.065,82786,0.954,0.02,0.943,0.166,996.83,209334.3,141077.726478,68256.573522,68.473635,16.6,996.83,137878.370308,71455.929692,71.683165,17,142515.894261,64865.41,65.684491,CAFB_Hunger_Heat_Map_595,{10952648-E040-4F0A-B25C-1FE1DD677350},,,0,0,566
51,059,471401,51059471401,4714.01,Census Tract 4714.01,G5020,S,1376670,0,51059471401,471401,0,471401,85.2,14.6,0.1,3748,0.041,0.051,102188,0.048,0.186,0.725,0.049,183.468348,38528.35308,15454.16801,23074.18507,125.766571,4.9,183.468348,18896.653185,19631.699895,107.003198,4.9,28114.864313,8332.32,48.008825,CAFB_Hunger_Heat_Map_596,{5A7717F6-19F5-45E9-8924-6A80EA1A52A0},,,0,0,567
51,013,101802,51013101802,1018.02,Census Tract 1018.02,G5020,S,395703,0,51013101802,101802,0,101802,46.2,42.6,11.2,6538,0.037,0.105,117741,0.044,0.176,0.22,0.104,679.952,142789.92,104456.843211,38333.076789,56.376151,10.4,680.631952,100096.048799,42836.661121,62.9366,11.2,69209.615887,62831.67,99.928216,CAFB_Hunger_Heat_Map_597,{EB056BC7-1FAA-46DF-9650-0A14C3E685AC},,,0,0,568
51,059,460701,51059460701,4607.01,Census Tract 4607.01,G5020,S,1704470,3540,51059460701,460701,0,460701,91.7,5.8,2.5,3487,0.008,0.085,107065,0.066,0.234,0.559,0.048,167.376,35148.96,19360.369353,15788.590647,94.330075,4.8,167.376,22244.578301,12904.381699,77.09816,6,34747.002227,10965.8,50.375771,CAFB_Hunger_Heat_Map_598,{C2B6770D-37DA-448B-9158-4F8DA782AC6E},,,0,0,569
51,059,491602,51059491602,4916.02,Census Tract 4916.02,G5020,S,2228158,12305,51059491602,491602,0,491602,98.5,0.6,0.9,5793,0.055,0.085,103241,0.052,0.243,0.878,0.038,220.134,46228.14,35141.166418,11086.973582,50.364658,3.8,220.134,38166.242645,8061.897355,36.622681,3.6,39935.917007,4040.6,19.294993,CAFB_Hunger_Heat_Map_599,{1DA4B005-91A1-4AEE-87D4-002C92524E8E},,,0,0,570
24,033,802804,24033802804,8028.04,Census Tract 8028.04,G5020,S,5303032,0,24033802804,802804,0,802804,62.2,37.8,0,5388,0.147,0.104,63364,0.982,0.018,0.587,0.244,1314.672,276081.12,178420.366427,97660.753573,74.285262,24.4,1314.672,176838.104927,99243.015073,75.488803,19.8,126079.082473,96207.6,90.889817,CAFB_Hunger_Heat_Map_600,{BB270B5F-6398-4E2F-8B15-580496D51AC5},,,0,0,571
24,033,802700,24033802700,8027,Census Tract 8027,G5020,S,1112499,0,24033802700,802700,0,802700,67.4,31.2,1.4,2204,0.135,0.186,42379,0.94,0.032,0.668,0.245,539.98,113395.8,50470.732563,62925.067437,116.532219,24.5,539.98,57881.017769,55514.782231,102.80896,24.1,47817.266,71369.28,125.748666,CAFB_Hunger_Heat_Map_601,{4B2A8268-A327-4060-9AF0-77FB25B7089A},,,0,0,572
11,001,006600,11001006600,66,Census Tract 66,G5020,S,296241,0,11001006600,6600,0,6600,40.9,45,14.1,1869,0.03,0.042,158286,0.035,0.033,0.594,0.009,16.821,3532.41,1635.941874,1896.468126,112.744077,0.9,16.804179,1473.797016,2055.080574,122.295804,0.2,355.684353,450.3,117.325598,CAFB_Hunger_Heat_Map_602,{616C1AE0-4250-42D5-9582-8A01C3C10B03},,,0,0,573
11,001,006700,11001006700,67,Census Tract 67,G5020,S,428312,0,11001006700,6700,0,6700,46.5,48.2,5.2,3979,0.036,0.046,137143,0.124,0.023,0.63,0.025,99.375525,20868.86025,8568.655836,12300.204414,123.774988,2.5,99.475,8155.16331,12734.58669,128.017961,1.1,4081.260804,5479.83,120.359094,CAFB_Hunger_Heat_Map_603,{AEF3F707-2758-4EAF-9847-EB2D064383FC},,,0,0,574
11,001,006801,11001006801,68.01,Census Tract 68.01,G5020,S,245889,0,11001006801,6801,0,6801,45.2,51.3,3.5,2005,0.137,0.162,85114,0.624,0.028,0.558,0.162,324.81,68210.1,26196.408126,42013.691874,129.348517,16.2,324.81,25641.686542,42568.413458,131.056351,12.6,22967.539139,29899.54,118.767739,CAFB_Hunger_Heat_Map_604,{19FBAF0E-CB96-4DBF-83AD-DB9E861116BB},,,0,0,575
11,001,007708,11001007708,77.08,Census Tract 77.08,G5020,S,732061,124342,11001007708,7708,0,7708,42.2,57.8,0,2793,0.423,0.413,26761,0.991,0,0.155,0.447,1248.471,262178.91,91183.336037,170995.573963,136.963994,44.7,1248.471,86774.394246,175404.515754,140.495467,35.9,70997.944493,132856.62,136.861737,CAFB_Hunger_Heat_Map_605,{EE5757E5-C93F-4739-ABB2-FDB6AC22B959},,,0,0,576
11,001,007703,11001007703,77.03,Census Tract 77.03,G5020,S,1010272,1059,11001007703,7703,0,7703,34.1,60.5,5.4,5216,0.181,0.312,31737,0.979,0.021,0.288,0.286,1491.776,313272.96,147443.549204,165829.410796,111.162407,28.6,1491.776,119267.326252,194005.633748,130.050111,27.4,92339.636206,221541.06,148.22072,CAFB_Hunger_Heat_Map_606,{197A2B5E-BF07-4046-A6C2-299A7D6429CB},,,0,0,577
11,001,009906,11001009906,99.06,Census Tract 99.06,G5020,S,247973,0,11001009906,9906,0,9906,51.2,46.9,1.9,1213,0.161,0.195,42240,0.978,0.012,0.499,0.232,281.416,59097.36,23653.772637,35443.587363,125.947307,23.2,281.416,24794.362114,34302.997886,121.89427,20.9,31267.518924,32592.43,107.178451,CAFB_Hunger_Heat_Map_607,{A8CF7A59-BA4D-4917-BCA0-9992F424A8A5},,,0,0,578
11,001,009903,11001009903,99.03,Census Tract 99.03,G5020,S,375868,0,11001009903,9903,0,9903,75.1,24.9,0,1515,0.09,0.166,62219,0.957,0.015,0.616,0.17,257.55,54085.5,19909.040088,34176.459912,132.698349,17,257.55,21558.184236,32527.315764,126.29515,17.5,17123.386227,31349.86,135.816587,CAFB_Hunger_Heat_Map_608,{A240581B-9EC8-4799-861A-C77AA5AAF0FE},,,0,0,579
11,001,009904,11001009904,99.04,Census Tract 99.04,G5020,S,424831,0,11001009904,9904,0,9904,50.7,46,3.2,1773,0.237,0.33,35478,0.967,0.072,0.318,0.306,541.995462,113819.04702,50493.763335,63325.283685,116.837295,30.6,542.538,47865.967187,66067.012813,121.773982,29.7,48324.04189,45729.92,102.103971,CAFB_Hunger_Heat_Map_609,{85DCEEF5-A0D3-4CDB-A5CB-BEC0CBCD868E},,,0,0,580
51,013,101801,51013101801,1018.01,Census Tract 1018.01,G5020,S,280780,0,51013101801,101801,0,101801,67.9,27.6,4.5,2272,0.029,0.032,146875,0.033,0.044,0.423,0.075,170.4,35784,21820.479926,13963.520074,81.94554,7.5,170.4,20347.285064,15436.714936,90.59105,9.3,22361.699586,19276.26,97.219333,CAFB_Hunger_Heat_Map_610,{D35A043E-BE95-46BD-BD7A-3C696761DFFC},,,0,0,581
51,013,101402,51013101402,1014.02,Census Tract 1014.02,G5020,S,462915,0,51013101402,101402,0,101402,57.6,32.9,9.5,2773,0.016,0.028,126458,0.011,0.063,0.526,0.059,163.607,34357.47,25731.348942,8626.121058,52.724645,5.9,163.607,26506.107319,7851.362681,47.989161,6,18085.954482,17584.65,103.524348,CAFB_Hunger_Heat_Map_611,{D52D7096-A046-493A-AE02-46A7C24FD383},,,0,0,582
11,001,009905,11001009905,99.05,Census Tract 99.05,G5020,S,433028,0,11001009905,9905,0,9905,64.1,34.1,1.6,2498,0.252,0.242,38310,0.953,0.033,0.362,0.297,740.422188,155488.65948,63685.549813,91803.109667,123.987518,29.7,741.906,70426.319567,85373.940433,115.073797,29.3,69708.49325,84731.81,115.213966,CAFB_Hunger_Heat_Map_612,{7DF22AA1-E975-4514-9E56-2193726A96FF},,,0,0,583
51,059,471402,51059471402,4714.02,Census Tract 4714.02,G5020,S,1978810,13604,51059471402,471402,0,471402,83,15.5,1.5,3983,0.072,0.034,76837,0.021,0.434,0.708,0.033,131.439,27602.19,11376.589317,16225.600683,123.445862,3.3,131.307561,14051.893312,13522.694498,102.984888,6.5,36791.969795,11105.88,48.691848,CAFB_Hunger_Heat_Map_613,{39532FD8-20BF-4875-BB23-AF15DB89DB2C},,,0,0,584
51,059,491000,51059491000,4910,Census Tract 4910,G5020,S,17508860,353506,51059491000,491000,0,491000,97.5,2.4,0,1932,0.03,0.004,202946,0.017,0.033,0.988,0,0,0,0,0,0,0,0,0,0,0,0.2,648.917538,130.18,35.089612,CAFB_Hunger_Heat_Map_614,{8BB7A419-A87A-44E3-BBEA-28A4F2102A34},,,0,0,585
51,059,461602,51059461602,4616.02,Census Tract 4616.02,G5020,S,1625388,0,51059461602,461602,0,461602,61.9,37.5,0.5,4204,0.073,0.069,109449,0.033,0.117,0.392,0.109,457.777764,96133.33044,53669.12838,42464.20206,92.761609,10.9,458.236,61822.990818,34406.569182,75.084824,9.9,61717.303817,19717.13,50.845772,CAFB_Hunger_Heat_Map_615,{E20FB403-77BD-42C1-9080-CC54733BE738},,,0,0,586
11,001,006500,11001006500,65,Census Tract 65,G5020,S,496077,0,11001006500,6500,0,6500,27.8,45.7,26.6,2471,0.047,0.065,132794,0.07,0.07,0.519,0.035,86.571485,18180.01185,10581.867655,7598.144195,87.767285,3.5,86.571485,9595.165948,8584.845902,99.164822,0.9,2255.719613,2641.27,113.266881,CAFB_Hunger_Heat_Map_564,{A5A89B69-7A93-4093-BA55-EA829D6D7909},,,0,0,587
11,001,010500,11001010500,105,Census Tract 105,G5020,S,752679,0,11001010500,10500,0,10500,40.1,51,8.8,3660,0.065,0.102,71875,0.407,0.066,0.296,0.122,446.07348,93675.4308,46491.690385,47183.740415,105.775713,12.2,446.52,43442.657589,50326.542411,112.708372,12.7,39538.114627,71889.15,135.484984,CAFB_Hunger_Heat_Map_565,{EAA7CF01-79DC-4BBC-877D-CEC00C29725A},,,0,0,588
11,001,010200,11001010200,102,Census Tract 102,G5020,S,1239830,146458,11001010200,10200,0,10200,35.6,47.4,17,2576,0.055,0.056,84053,0.458,0.084,0.358,0.1,257.6,54096,31678.622564,22417.377436,87.023981,10,257.3424,30070.86301,23971.04099,93.148432,8.9,13992.749709,31536.09,145.458987,CAFB_Hunger_Heat_Map_566,{4375701F-3FA7-439D-BEF4-774DE454CEF1},,,0,0,589
51,013,101900,51013101900,1019,Census Tract 1019,G5020,S,1107799,0,51013101900,101900,0,101900,68.2,28.5,3.2,3049,0.025,0.043,163142,0.02,0.072,0.669,0.04,121.83804,25585.9884,15441.58244,10144.40596,83.261401,4,121.96,14118.719442,11492.880558,94.234836,4.9,16296.646941,13482.61,95.077874,CAFB_Hunger_Heat_Map_567,{57AC675D-C709-44AD-B0BB-198C47604431},,,0,0,590
11,001,006900,11001006900,69,Census Tract 69,G5020,S,410302,0,11001006900,6900,0,6900,43.9,48,8.1,2388,0.049,0.044,111667,0.265,0.011,0.625,0.053,126.564,26578.44,11174.999372,15403.440628,121.704755,5.3,126.564,11246.506483,15331.933517,121.139767,5.7,9302.536928,19018.48,141.021808,CAFB_Hunger_Heat_Map_568,{AE1B4B72-3C5A-41CE-8D26-4CC0A136824A},,,0,0,591
11,001,006802,11001006802,68.02,Census Tract 68.02,G5020,S,281353,0,11001006802,6802,0,6802,46.3,53,0.7,2256,0.084,0.116,104239,0.446,0.11,0.678,0.082,184.992,38848.32,14383.755129,24464.564871,132.24661,8.2,184.992,13240.815144,25607.504856,138.424931,7.1,16515.450098,20043.87,115.133779,CAFB_Hunger_Heat_Map_569,{7275D301-2887-4B69-A102-0DD736D86CDA},,,0,0,592
24,033,802803,24033802803,8028.03,Census Tract 8028.03,G5020,S,4299356,6681,24033802803,802803,0,802803,67.8,31.8,0.4,4694,0.12,0.162,63448,0.937,0.062,0.548,0.234,1098.396,230663.16,117569.764529,113093.395471,102.962315,23.4,1097.297604,120154.369616,110278.127224,100.499743,23.2,98402.54765,114065.37,112.740447,CAFB_Hunger_Heat_Map_570,{6BCE8472-AF60-485E-BC99-0A26DF666DC4},,,0,0,593
51,610,500300,51610500300,5003,Census Tract 5003,G5020,S,1708316,0,51610500300,500300,0,500300,72.1,24.5,3.5,3912,0.067,0.027,116786,0.01,0.034,0.488,0.096,375.927552,78944.78592,37731.161904,41213.624016,109.631826,9.6,375.552,42373.865134,36492.054866,97.169113,9.6,52598.012333,20421.51,58.731098,CAFB_Hunger_Heat_Map_581,{503BE608-EBE7-404B-8A65-237B89D93C04},,,0,0,594
11,001,009907,11001009907,99.07,Census Tract 99.07,G5020,S,466954,0,11001009907,9907,0,9907,62.1,37.9,0,2773,0.229,0.431,23607,0.992,0.035,0.218,0.34,942.82,197992.2,63607.747469,134384.452531,142.53458,34,942.82,66669.682888,131322.517112,139.286945,32.6,75386.100671,108292.08,123.810769,CAFB_Hunger_Heat_Map_582,{B0EF31AA-65C7-4AA8-81DE-F6DC534BEC0A},,,0,0,595
51,013,101404,51013101404,1014.04,Census Tract 1014.04,G5020,S,309820,0,51013101404,101404,0,101404,42.8,40.4,16.7,3935,0.05,0.045,113589,0.045,0.068,0.338,0.105,412.761825,86679.98325,62968.849782,23711.133468,57.445074,10.5,413.175,61927.736463,24839.013537,60.117416,9.9,46565.668612,32997.66,87.094255,CAFB_Hunger_Heat_Map_583,{BB01A550-60AE-4D7B-BE8B-3FB9C9EDAFBC},,,0,0,596
51,013,101803,51013101803,1018.03,Census Tract 1018.03,G5020,S,956348,0,51013101803,101803,0,101803,69.6,26.1,4.3,4115,0.023,0.026,82012,0.075,0.109,0.317,0.096,395.04,82958.4,49811.883513,33146.516487,83.906735,9.6,395.04,44503.895778,38454.504222,97.343318,12.1,57878.781844,49503.88,96.810923,CAFB_Hunger_Heat_Map_584,{3FE023A5-6067-4A11-A289-4E8FD2AEE59B},,,0,0,597
51,013,101401,51013101401,1014.01,Census Tract 1014.01,G5020,S,338612,0,51013101401,101401,0,101401,65.9,31.2,2.8,1360,0.009,0.033,124327,0.079,0.007,0.364,0.087,118.20168,24822.3528,18834.264515,5988.088285,50.659925,8.7,118.32,18748.050532,6099.149468,51.547916,0,0,0,0,CAFB_Hunger_Heat_Map_585,{78122E64-2722-46FF-A2D2-2B53999FDDAE},,,0,0,598
51,059,491803,51059491803,4918.03,Census Tract 4918.03,G5020,S,2881644,13291,51059491803,491803,0,491803,94,5.5,0.6,6444,0.04,0.061,90230,0.066,0.085,0.643,0.078,503.134632,105658.27272,83405.205292,22253.067428,44.228853,7.8,502.632,87939.004465,17613.715535,35.042965,5.8,73149.484839,7725.72,20.06054,CAFB_Hunger_Heat_Map_586,{956C436C-2A01-489B-8D21-159C9DED87A1},,,0,0,599
11,001,007000,11001007000,70,Census Tract 70,G5020,S,420416,0,11001007000,7000,0,7000,43.2,32.9,23.9,2476,0.028,0.094,98281,0.153,0.073,0.466,0.053,131.228,27557.88,13850.125275,13707.754725,104.457545,5.3,131.359228,12289.771206,15295.666674,116.441509,3,6589.32027,9576.48,124.402179,CAFB_Hunger_Heat_Map_587,{D639AA1A-858C-4599-8E36-2C635164154D},,,0,0,600
51,013,101403,51013101403,1014.03,Census Tract 1014.03,G5020,S,304612,0,51013101403,101403,0,101403,49.6,36.5,13.9,5524,0.03,0.114,100887,0.026,0.043,0.254,0.121,668.404,140364.84,106045.350359,34319.489641,51.345428,12.1,668.404,106392.463824,33972.376176,50.826111,10.9,58728.914143,62198.96,108.012989,CAFB_Hunger_Heat_Map_588,{97CF44E2-559C-44F7-9E2C-6930AA1A4AE5},,,0,0,601
11,001,009901,11001009901,99.01,Census Tract 99.01,G5020,S,2102166,0,11001009901,9901,0,9901,70.9,29.1,0,2279,0.122,0.086,86500,0.917,0.022,0.827,0.139,316.781,66524.01,19603.101864,46920.908136,148.117811,13.9,316.781,19554.022516,46969.987484,148.272742,12.4,21069.304901,36921.78,133.702852,CAFB_Hunger_Heat_Map_589,{E7FB9F74-9448-4393-BF8E-0DACF787AC8B},,,0,0,602
11,001,007100,11001007100,71,Census Tract 71,G5020,S,591092,140277,11001007100,7100,0,7100,36.3,49.8,13.9,3270,0.188,0.377,72941,0.578,0.061,0.403,0.237,774.99,162747.9,80523.116087,82224.783913,106.097864,23.7,774.99,74492.722623,88255.177377,113.879118,25.3,71462.029199,102113.68,123.5419,CAFB_Hunger_Heat_Map_590,{122D5AED-F615-4FAB-80B5-C915ADC5F366},,,0,0,603
51,059,491101,51059491101,4911.01,Census Tract 4911.01,G5020,S,7713031,167959,51059491101,491101,0,491101,97.3,2.6,0,3987,0.037,0.005,170000,0.054,0.033,0.995,0.013,51.779169,10873.62549,9439.014443,1434.611047,27.706336,1.3,51.831,9849.933429,1034.576571,19.960575,1.3,9319.099356,1751.05,33.217313,CAFB_Hunger_Heat_Map_591,{2FD9654F-3287-46A3-806A-BFD416EA4EE2},,,0,0,604
51,013,101200,51013101200,1012,Census Tract 1012,G5020,S,1616618,0,51013101200,101200,0,101200,81.7,17.4,0.8,3955,0.079,0.055,119321,0.058,0.165,0.759,0.064,252.86688,53102.0448,39768.850991,13333.193809,52.728115,6.4,252.86688,40361.396351,12740.648449,50.384805,6.2,31776.443368,18793.24,78.042411,CAFB_Hunger_Heat_Map_592,{EA5D47C7-C9C3-4E4D-A591-0DD97B010B0E},,,0,0,605
11,001,007709,11001007709,77.09,Census Tract 77.09,G5020,S,842751,81931,11001007709,7709,0,7709,47.8,52.3,0,1632,0.228,0.25,33396,0.932,0.042,0.216,0.299,488.455968,102575.75328,39141.997223,63433.756057,129.865863,29.9,488.455968,39392.188576,63183.564704,129.353655,29.2,30412.101801,67515.94,144.783323,CAFB_Hunger_Heat_Map_571,{9442C5EE-F9E2-4A61-A0FE-885ADD63603A},,,0,0,606
51,013,102002,51013102002,1020.02,Census Tract 1020.02,G5020,S,179739,0,51013102002,102002,0,102002,57.7,38.4,3.8,1589,0.027,0.057,72222,0.091,0.254,0.142,0.105,166.678155,35002.41255,23916.06189,11086.35066,66.513519,10.5,167.011845,23358.990788,11713.496662,70.135724,12.5,23293.569617,17551.43,90.238718,CAFB_Hunger_Heat_Map_572,{0B474343-71EC-42EB-A7C0-FC8FB9EBD06E},,,0,0,607
24,033,802600,24033802600,8026,Census Tract 8026,G5020,S,916269,0,24033802600,802600,0,802600,65.7,34.3,0,3219,0.115,0.079,54872,0.926,0.043,0.661,0.21,675.99,141957.9,57937.369966,84020.530034,124.292564,21,675.99,56723.283703,85234.616297,126.088576,19,43757.194888,72072.51,130.667921,CAFB_Hunger_Heat_Map_573,{DD4C7607-E1EE-4C41-9E7B-657C67F37135},,,0,0,608
11,001,007707,11001007707,77.07,Census Tract 77.07,G5020,S,841331,0,11001007707,7707,0,7707,62.6,37.3,0,4263,0.196,0.2,49068,0.988,0,0.465,0.255,1085.977935,228055.36635,79484.916399,148570.449951,136.807982,25.5,1087.065,87852.060033,140431.589967,129.18417,23.3,92756.047163,117006.86,117.139114,CAFB_Hunger_Heat_Map_574,{94BC72A1-8ECC-42E0-AC90-40A6738EC972},,,0,0,609
51,013,101300,51013101300,1013,Census Tract 1013,G5020,S,2467154,0,51013101300,101300,0,101300,70.5,23.8,5.7,6696,0.048,0.03,155000,0.014,0.078,0.772,0.04,267.84,56246.4,41693.402764,14552.997236,54.334667,4,268.10784,41470.502224,14832.144176,55.321561,4.4,32328.785639,25679.93,92.965096,CAFB_Hunger_Heat_Map_575,{D6938E55-4179-4ACF-97AE-916884FE1F7D},,,0,0,610
11,001,007200,11001007200,72,Census Tract 72,G5020,S,1360396,281335,11001007200,7200,0,7200,43.5,33.9,22.6,3485,0.067,0.125,91458,0.321,0.034,0.218,0.126,439.11,92213.1,45174.524114,47038.575886,107.122534,12.6,439.11,42632.687175,49580.412825,112.911145,11.7,30701.991762,38511.7,116.847644,CAFB_Hunger_Heat_Map_576,{1AFD1076-8D8E-4763-9D87-B7E700F5619C},,,0,0,611
51,059,490101,51059490101,4901.01,Census Tract 4901.01,G5020,S,4853870,41477,51059490101,490101,0,490101,96.4,3.1,0.5,5404,0.099,0.136,123125,0.129,0.068,0.663,0.117,632.268,132776.28,118776.2587,14000.0213,22.142543,11.7,632.900268,123481.468223,9427.588057,14.895851,9.1,88900.042785,13223.8,27.192448,CAFB_Hunger_Heat_Map_577,{F54530C3-3AF5-49AA-9287-69558714C7D6},,,0,0,612
11,001,009902,11001009902,99.02,Census Tract 99.02,G5020,S,1294603,0,11001009902,9902,0,9902,63.1,31.8,5.1,2960,0.321,0.257,42052,0.988,0.006,0.716,0.305,902.8,189588,68202.987357,121385.012643,134.453935,30.5,903.7028,78733.597496,111043.990504,122.87667,22.7,40868.044167,88699.02,143.761797,CAFB_Hunger_Heat_Map_578,{F45826AD-D2ED-43AC-83DE-A46B06FC04F1},,,0,0,613
51,059,461601,51059461601,4616.01,Census Tract 4616.01,G5020,S,2809968,6442,51059461601,461601,0,461601,78.9,20.1,1.1,6142,0.04,0.031,125332,0.05,0.071,0.524,0.075,461.11065,96833.2365,53090.568154,43742.668346,94.863713,7.5,460.65,60865.418789,35871.081211,77.870577,6.9,68136.404467,21803.02,50.907986,CAFB_Hunger_Heat_Map_579,{ABED0BD0-2C7E-448F-9209-7C4BB4BFF7B4},,,0,0,614
