STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,GEOGRAPH,TRACT,POVERTY200,TRACTCE,PERCENT_CA,PERCENT_TR,PERCENT_WA,TOTAL_POP,UNEMPLOYME,POVERTY_RA,MEDIAN_INC,PERCENT_BL,PERCENT_HI,HOME_OWN,F15_FI_RATE,F15_FI_POP,F15_LB_NEED,F15_LB_UNME,F15_DISTRIB,F15_PPIN,FY_FI_RATE,FY_FI_POP,FY_LB_UNME,FY_DISTRIB,FY_PPIN,F14_FI_RATE,F14_LB_UNME,F14_DISTRIB,F14_PPIN,GIS_ID,GLOBALID,CREATED,EDITED,SHAPEAREA,SHAPELEN,OBJECTID
51,059,480502,51059480502,4805.02,Census Tract 4805.02,G5020,S,3008033,7312,51059480502,480502,0,480502,94.8,4.2,1,6042,0.055,0.114,143029,0.074,0.152,0.891,0.045,271.89,57096.9,37954.767187,19142.132813,70.40396,4.5,271.89,45275.082518,11821.817482,43.480148,6.3,64397.996022,12957.81,35.176943,CAFB_Hunger_Heat_Map_254,{5DFE8242-2750-4F65-B6F4-B72B420C5141},,,0,0,209
24,031,702700,24031702700,7027,Census Tract 7027,G5020,S,3463283,49699,24031702700,702700,0,702700,71.9,26.1,1.9,6873,0.077,0.112,94167,0.228,0.205,0.581,0.11,755.27397,158607.5337,110903.436844,47704.096856,63.161315,11,756.03,110438.927384,48327.372616,63.922559,13.1,154839.34692,26781.67,30.966412,CAFB_Hunger_Heat_Map_255,{CD70FBDF-5E89-4905-BEE4-E7AE53002ACE},,,0,0,210
24,031,702900,24031702900,7029,Census Tract 7029,G5020,S,2575254,0,24031702900,702900,0,702900,67.2,30.9,1.9,5491,0.044,0.021,110956,0.166,0.063,0.677,0.077,422.807,88789.47,61478.563101,27310.906899,64.594264,7.7,422.384193,60812.279869,27888.400661,66.026147,6.1,60769.82394,9902.95,29.426026,CAFB_Hunger_Heat_Map_196,{FD3E2C01-BEF7-4EC3-A14D-05E9EE6733F5},,,0,0,211
51,059,480501,51059480501,4805.01,Census Tract 4805.01,G5020,S,5068248,55252,51059480501,480501,0,480501,97.9,1.4,0.7,3566,0.005,0.036,205583,0.026,0.057,0.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAFB_Hunger_Heat_Map_197,{59EC0B0C-18E4-405E-A574-AD94CD56DD0E},,,0,0,212
24,031,702800,24031702800,7028,Census Tract 7028,G5020,S,1676119,0,24031702800,702800,0,702800,59.8,36.7,3.4,4780,0.043,0.042,96181,0.266,0.104,0.539,0.101,482.29722,101282.4162,76090.46259,25191.95361,52.233255,10.1,483.26278,75321.5324,26163.6514,54.139595,10.6,68049.99923,37106.24,74.102219,CAFB_Hunger_Heat_Map_198,{29365BE5-780E-49E4-A6E5-1394BC80C99B},,,0,0,213
24,031,705100,24031705100,7051,Census Tract 7051,G5020,S,3394932,6785,24031705100,705100,0,705100,85,14.6,0.5,5341,0.033,0.017,175662,0.059,0.057,0.818,0.028,149.697548,31436.48508,23274.554353,8161.930727,54.522808,2.8,149.548,23109.383079,8295.696921,55.471801,3,23319.109109,9384.19,60.259365,CAFB_Hunger_Heat_Map_199,{292A0FEF-356C-4C46-87C8-A4036DB9FBE8},,,0,0,214
24,033,800401,24033800401,8004.01,Census Tract 8004.01,G5020,S,4911245,34747,24033800401,800401,0,800401,91.9,6.4,1.7,3121,0.049,0.017,116484,0.224,0.164,0.955,0.039,121.719,25560.99,19938.919462,5622.070538,46.188931,3.9,121.840719,22345.891977,3240.659013,26.597504,5.1,30134.811636,2541.4,16.332789,CAFB_Hunger_Heat_Map_200,{59DF39C3-4C60-41DD-B80C-0F36E0CEEC5B},,,0,0,215
24,033,805906,24033805906,8059.06,Census Tract 8059.06,G5020,S,318530,0,24033805906,805906,0,805906,83.6,12.3,4,2889,0.074,0.211,49976,0.342,0.543,0.221,0.137,395.397207,83033.41347,48769.765926,34263.647544,86.656271,13.7,396.188793,52275.058898,30924.587632,78.05518,16.4,60571.419277,45538.22,90.124011,CAFB_Hunger_Heat_Map_206,{BA4B650D-CA16-4B09-B5A0-5359C85EFFC7},,,0,0,216
24,031,705901,24031705901,7059.01,Census Tract 7059.01,G5020,S,5118600,25232,24031705901,705901,0,705901,89.9,9.6,0.6,3917,0.029,0.007,196833,0.027,0.07,0.938,0.001,3.920917,823.39257,804.895326,18.497244,4.717581,0.1,3.917,806.315144,16.254856,4.149823,1.3,9740.162864,786.72,15.694166,CAFB_Hunger_Heat_Map_207,{2F5B2141-003E-4F5F-A201-7E6662ABCED1},,,0,0,217
24,033,800403,24033800403,8004.03,Census Tract 8004.03,G5020,S,3222842,1039,24033800403,800403,0,800403,92.1,5.5,2.3,4029,0.04,0.054,115962,0.374,0.057,0.97,0.068,273.698028,57476.58588,44175.532511,13301.053369,48.597549,6.8,273.698028,49596.926701,7879.659179,28.789609,5.1,40097.876893,3299.04,15.964245,CAFB_Hunger_Heat_Map_208,{A2AADD03-ECCF-42A8-AFF7-54142328DDAF},,,0,0,218
24,033,806708,24033806708,8067.08,Census Tract 8067.08,G5020,S,2527643,84668,24033806708,806708,0,806708,82.8,12.9,4.3,4273,0.035,0.172,49766,0.351,0.069,0.46,0.154,658.042,138188.82,101410.322443,36778.497557,55.890806,15.4,658.700042,101944.51918,36382.48964,55.233775,14.2,92707.638619,41035.06,64.432398,CAFB_Hunger_Heat_Map_209,{F9039699-1058-4B9B-9C8C-09F226D84775},,,0,0,219
24,031,705000,24031705000,7050,Census Tract 7050,G5020,S,4567781,14758,24031705000,705000,0,705000,63.8,21.2,15,4162,0.01,0.055,131848,0.071,0.091,0.634,0.051,212.262,44575.02,39312.076702,5262.943298,24.794562,5.1,212.474262,39340.907021,5278.687999,24.843894,5.3,34835.552107,11543.16,52.266722,CAFB_Hunger_Heat_Map_210,{CF78006C-C881-48E1-84D9-B74CDB4FE6C0},,,0,0,220
24,033,805907,24033805907,8059.07,Census Tract 8059.07,G5020,S,238889,0,24033805907,805907,0,805907,72.5,27.5,0,4170,0.097,0.191,60172,0.519,0.394,0.465,0.153,638.01,133982.1,84005.536961,49976.563039,78.331943,15.3,638.01,84736.973938,49245.126062,77.185508,17.9,83095.885769,57152.4,85.576836,CAFB_Hunger_Heat_Map_211,{EB7637B8-FDEE-45BE-A16E-4AA15641BB84},,,0,0,221
24,031,704600,24031704600,7046,Census Tract 7046,G5020,S,1897599,0,24031704600,704600,0,704600,71.6,16.7,11.7,5279,0.035,0.035,148669,0.023,0.066,0.709,0.047,248.113,52103.73,48695.315679,3408.414321,13.737347,4.7,247.864887,48442.837339,3608.788931,14.5595,5.2,51569.094872,6154.03,22.388694,CAFB_Hunger_Heat_Map_212,{02332D01-56AD-4116-82CC-99B6E9E8261C},,,0,0,222
24,033,805904,24033805904,8059.04,Census Tract 8059.04,G5020,S,2548584,0,24033805904,805904,0,805904,86.3,13.2,0.4,3274,0.104,0.177,64398,0.301,0.425,0.718,0.105,343.42623,72119.5083,35623.249265,36496.259035,106.27103,10.5,344.11377,37888.505853,34375.385847,99.895409,12.8,50328.056153,38590.98,91.140283,CAFB_Hunger_Heat_Map_213,{376D5E02-A02F-4848-A78C-1C40964611EF},,,0,0,223
24,031,702301,24031702301,7023.01,Census Tract 7023.01,G5020,S,608462,0,24031702301,702301,0,702301,77.1,21.3,1.7,4178,0.066,0.201,59250,0.263,0.507,0.342,0.114,476.768292,100121.34132,58848.528762,41272.812558,86.567864,11.4,475.815708,60040.300403,39880.998277,83.816061,13.6,92258.760226,31663.08,53.65678,CAFB_Hunger_Heat_Map_214,{2A66A7C5-E734-409A-9BC9-5AFC9720BEB3},,,0,0,224
24,033,800409,24033800409,8004.09,Census Tract 8004.09,G5020,S,7989495,48332,24033800409,800409,0,800409,87.4,11.9,0.8,6406,0.049,0.026,117985,0.539,0.092,0.921,0.081,519.404886,109075.02606,81610.413116,27464.612944,52.877079,8.1,518.886,90705.540731,18260.519269,35.191775,10.2,116259.534975,17465.53,27.427621,CAFB_Hunger_Heat_Map_215,{5E14E02D-59BE-458E-9B2D-19B5A19BC22F},,,0,0,225
24,033,806706,24033806706,8067.06,Census Tract 8067.06,G5020,S,6732248,6510,24033806706,806706,0,806706,90.3,9.8,0,3237,0.072,0.068,75974,0.48,0.12,0.746,0.122,395.308914,83014.87194,49235.538619,33779.333321,85.450472,12.2,395.308914,49622.024593,33392.847347,84.472791,12,51684.152477,27343.05,72.659034,CAFB_Hunger_Heat_Map_216,{EAB5EBD0-E236-42C8-B630-83B3702DE74F},,,0,0,226
24,033,805700,24033805700,8057,Census Tract 8057,G5020,S,1280472,84,24033805700,805700,0,805700,77,20.4,2.5,6303,0.132,0.15,56532,0.216,0.696,0.436,0.099,623.373003,130908.33063,66694.864589,64213.466041,103.0097,9.9,623.997,70478.007368,60561.362632,97.053932,15.4,108345.602126,85371,92.547099,CAFB_Hunger_Heat_Map_217,{55E51645-02ED-4D10-8BC9-7FFDC56F68BE},,,0,0,227
51,059,480401,51059480401,4804.01,Census Tract 4804.01,G5020,S,8794032,43145,51059480401,480401,0,480401,94.3,5.1,0.6,4431,0.02,0.016,217571,0.021,0.069,0.885,0,0,0,0,0,0,0,0,0,0,0,0.6,4800.584511,781.22,29.391102,CAFB_Hunger_Heat_Map_218,{1490D4E9-7106-4464-B310-C5EC70E26E28},,,0,0,228
24,031,702000,24031702000,7020,Census Tract 7020,G5020,S,981292,0,24031702000,702000,0,702000,77.4,20.9,1.7,5696,0.126,0.296,47904,0.189,0.646,0.392,0.134,763.264,160285.44,83996.590022,76288.849978,99.950803,13.4,763.264,89201.618978,71083.821022,93.131369,16.2,102985.808674,82151.03,93.183598,CAFB_Hunger_Heat_Map_219,{7A0127BC-1D8D-4990-8EA5-F3FB2F27B1C5},,,0,0,229
24,031,702602,24031702602,7026.02,Census Tract 7026.02,G5020,S,505929,0,24031702602,702602,0,702602,65.8,30,4.1,4731,0.04,0.196,62104,0.317,0.119,0.204,0.173,817.644537,171705.35277,120353.262633,51352.090137,62.804908,17.3,818.463,118897.020421,52980.209579,64.731343,17.1,102349.567138,67361.09,83.352628,CAFB_Hunger_Heat_Map_220,{94085269-6AC4-4525-B3F2-CD8E8C4B313B},,,0,0,230
24,031,702500,24031702500,7025,Census Tract 7025,G5020,S,1130577,0,24031702500,702500,0,702500,57.7,35.2,7.2,5866,0.048,0.122,64977,0.44,0.067,0.121,0.19,1115.65454,234287.4534,160383.291325,73904.162075,66.242873,19,1113.42546,157810.106009,76009.240591,68.266124,17.6,117378.211348,82686.27,86.7926,CAFB_Hunger_Heat_Map_221,{C1D71461-2C56-4492-B891-7B4CF7504780},,,0,0,231
24,031,702401,24031702401,7024.01,Census Tract 7024.01,G5020,S,941087,0,24031702401,702401,0,702401,77.3,20.9,1.8,2532,0.036,0.031,115694,0.242,0.148,0.742,0.061,154.452,32434.92,16416.447717,16018.472283,103.711653,6.1,154.606452,16615.274381,15852.080539,102.531818,5.9,23029.717377,7858.55,53.427921,CAFB_Hunger_Heat_Map_222,{AA74C90E-F4E8-4656-B48A-89C2A70F1F78},,,0,0,232
51,059,482001,51059482001,4820.01,Census Tract 4820.01,G5020,S,4123323,32195,51059482001,482001,0,482001,91.6,7.9,0.5,4908,0.063,0.041,174539,0.049,0.058,0.919,0.035,171.78,36073.8,26074.577098,9999.222902,58.209471,3.5,171.78,29672.9149,6400.8851,37.262109,3.3,28705.04987,5286.6,32.660551,CAFB_Hunger_Heat_Map_223,{261720AB-6BFB-433A-91EE-B3C692A43B68},,,0,0,233
24,031,702601,24031702601,7026.01,Census Tract 7026.01,G5020,S,337811,0,24031702601,702601,0,702601,38.1,56.1,5.8,4405,0.077,0.08,67779,0.401,0.098,0.036,0.198,872.19,183159.9,136045.808059,47114.091941,54.018152,19.8,872.19,132683.853618,50476.046382,57.872764,21.1,158938.745126,43026.24,44.738002,CAFB_Hunger_Heat_Map_224,{F4C0A149-D2E6-4F65-AA8A-737A6190CC74},,,0,0,234
24,033,800402,24033800402,8004.02,Census Tract 8004.02,G5020,S,3500015,0,24033800402,800402,0,800402,89.5,7.1,3.4,5089,0.07,0.016,107917,0.256,0.042,0.918,0.076,386.764,81220.44,62999.795038,18220.644962,47.110499,7.6,387.150764,70192.411147,11109.249293,28.694892,7.1,65708.987719,6917.62,20.002318,CAFB_Hunger_Heat_Map_225,{BA812500-71AF-443C-B879-45CC9F1588B9},,,0,0,235
24,031,701900,24031701900,7019,Census Tract 7019,G5020,S,450895,0,24031701900,701900,0,701900,68.9,27.3,3.8,2970,0.098,0.145,55833,0.234,0.361,0.295,0.145,430.65,90436.5,50313.608139,40122.891861,93.168215,14.5,430.65,53167.95212,37268.54788,86.540225,16.3,69043.410302,40526.82,77.672851,CAFB_Hunger_Heat_Map_226,{8D009A79-BE0F-46CD-B352-FC8683A80B7F},,,0,0,236
51,059,480300,51059480300,4803,Census Tract 4803,G5020,S,21168101,252684,51059480300,480300,0,480300,93.7,5.9,0.5,6837,0.031,0.016,250000,0.005,0.05,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAFB_Hunger_Heat_Map_227,{CED1D52A-D563-459D-9117-17787EC173E1},,,0,0,237
24,031,701702,24031701702,7017.02,Census Tract 7017.02,G5020,S,571829,0,24031701702,701702,0,701702,58.8,32.8,8.5,2493,0.17,0.185,62328,0.422,0.232,0.243,0.227,566.476911,118960.15131,69599.26672,49360.88459,87.136622,22.7,565.911,70313.064155,48528.245845,85.752434,23.1,95341.679633,25205.67,43.909642,CAFB_Hunger_Heat_Map_228,{1B94D2AD-3278-4AF5-A0D5-224ABDDB23A5},,,0,0,238
24,033,806800,24033806800,8068,Census Tract 8068,G5020,S,2379983,7189,24033806800,806800,0,806800,78.8,13.8,7.5,3981,0.064,0.083,102143,0.187,0.215,0.858,0.062,247.068822,51884.45262,29999.544393,21884.908227,88.578187,6.2,247.068822,30990.823137,20893.629483,84.56603,6.8,37828.253677,18563.47,69.129438,CAFB_Hunger_Heat_Map_229,{3E27E332-C92B-4338-9639-8AB84B4B191A},,,0,0,239
24,031,702402,24031702402,7024.02,Census Tract 7024.02,G5020,S,963457,0,24031702402,702402,0,702402,56.7,31.9,11.4,4377,0.06,0.141,67159,0.419,0.098,0.348,0.169,739.713,155339.73,100925.14135,54414.58865,73.561758,16.9,738.973287,97906.662307,57277.727963,77.509876,16.6,113673.239468,35562.42,50.042386,CAFB_Hunger_Heat_Map_230,{40E0AA48-75FF-4FC3-9908-4849C35F40F4},,,0,0,240
24,033,805601,24033805601,8056.01,Census Tract 8056.01,G5020,S,523118,0,24033805601,805601,0,805601,73.5,21.5,5,6698,0.13,0.216,42656,0.053,0.918,0.016,0.111,743.478,156130.38,80252.6222,75877.7578,102.057839,11.1,743.478,84575.238061,71555.141939,96.243792,18.3,147289.655814,112420.28,90.902411,CAFB_Hunger_Heat_Map_231,{4150FBF4-7783-4B0F-8CF7-517F49B85A70},,,0,0,241
24,033,800408,24033800408,8004.08,Census Tract 8004.08,G5020,S,10461543,211970,24033800408,800408,0,800408,88.4,11.6,0,6479,0.078,0.073,112299,0.778,0.082,0.947,0.125,809.875,170073.75,131699.978157,38373.771843,47.382339,12.5,809.875,131984.861452,38088.888548,47.030577,10.4,118341.044401,29450.24,41.846511,CAFB_Hunger_Heat_Map_232,{067E7376-914F-4525-AE87-BE539783B9B8},,,0,0,242
11,001,001600,11001001600,16,Census Tract 16,G5020,S,2650939,35617,11001001600,1600,0,1600,80.6,18,1.3,4200,0.093,0.037,140688,0.763,0.015,0.878,0.082,344.0556,72251.676,43194.072058,29057.603942,84.456128,8.2,344.7444,42071.329014,30324.994986,87.963706,5.6,35225.186744,15189.93,63.272407,CAFB_Hunger_Heat_Map_233,{1E0987CA-C65F-443D-89B8-02176C768FD1},,,0,0,243
24,033,806710,24033806710,8067.10,Census Tract 8067.10,G5020,S,2310834,35460,24033806710,806710,0,806710,84.3,12.5,3.2,5843,0.073,0.057,64886,0.674,0.059,0.693,0.154,899.822,188962.62,131369.803699,57592.816301,64.004677,15.4,899.822,134810.353352,54152.266648,60.181088,13.1,104884.648522,51234.6,68.916974,CAFB_Hunger_Heat_Map_234,{699623EF-3598-4720-948F-C5FFF2C5F1EE},,,0,0,244
24,031,704806,24031704806,7048.06,Census Tract 7048.06,G5020,S,417861,0,24031704806,704806,0,704806,52.5,23,24.5,3202,0.035,0.033,87500,0.048,0.063,0.111,0.129,413.058,86742.18,80196.547435,6545.632565,15.846764,12.9,413.471058,79868.274321,6960.647859,16.834668,12.6,64997.694667,14937.97,39.243721,CAFB_Hunger_Heat_Map_235,{BF9E9C8D-D011-42BC-8038-76CC9FBE6491},,,0,0,245
51,059,480503,51059480503,4805.03,Census Tract 4805.03,G5020,S,2194048,14420,51059480503,480503,0,480503,93.1,6.9,0,3488,0.015,0.029,124706,0.025,0.206,0.855,0.007,24.416,5127.36,3220.922558,1906.437442,78.081481,0.7,24.416,3923.064377,1204.295623,49.324034,2.4,15246.425035,3089.1,35.379961,CAFB_Hunger_Heat_Map_236,{9DC882D0-9E1A-4B3C-B988-FF19B059281E},,,0,0,246
24,031,705200,24031705200,7052,Census Tract 7052,G5020,S,1840921,1853,24031705200,705200,0,705200,85,14,1,3407,0.032,0.017,250000,0.007,0.097,0.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAFB_Hunger_Heat_Map_237,{A24FF994-E8CA-48BD-9D36-5D780EA0A8C6},,,0,0,247
51,059,480504,51059480504,4805.04,Census Tract 4805.04,G5020,S,1408543,20527,51059480504,480504,0,480504,97.7,0.9,1.4,2115,0.011,0.013,160208,0.021,0.04,0.778,0.022,46.53,9771.3,6466.387708,3304.912292,71.027558,2.2,46.48347,7727.312642,2034.216058,43.762139,3.4,12479.949494,2371.25,33.530126,CAFB_Hunger_Heat_Map_238,{DDEC929F-837F-4C76-A632-5D90767D5976},,,0,0,248
24,031,704700,24031704700,7047,Census Tract 7047,G5020,S,1993272,0,24031704700,704700,0,704700,76.8,17,6.2,4124,0.024,0.016,234659,0.028,0.056,0.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAFB_Hunger_Heat_Map_239,{35A360C5-B50E-46C3-BD79-C90D20469EAF},,,0,0,249
24,031,701703,24031701703,7017.03,Census Tract 7017.03,G5020,S,1101514,0,24031701703,701703,0,701703,71.6,26.1,2.3,3571,0.057,0.05,80565,0.407,0.177,0.562,0.114,407.094,85489.74,40988.468854,44501.271146,109.314485,11.4,407.094,43409.696992,42080.043008,103.366896,11.2,54751.11064,32813.85,78.694814,CAFB_Hunger_Heat_Map_240,{0C5AFC90-0F38-46A0-B6DE-67CD21ADC1FC},,,0,0,250
24,033,805602,24033805602,8056.02,Census Tract 8056.02,G5020,S,285319,0,24033805602,805602,0,805602,76,17.3,6.7,5853,0.076,0.182,56250,0.054,0.893,0.073,0.071,415.563,87268.23,44111.357231,43156.872769,103.851577,7.1,415.563,46342.957629,40925.272371,98.481512,13.3,77662.778928,81873.38,107.771241,CAFB_Hunger_Heat_Map_201,{A2F9E4A5-C457-4627-9C8D-4E53450623FD},,,0,0,251
24,033,800412,24033800412,8004.12,Census Tract 8004.12,G5020,S,2161864,0,24033800412,800412,0,800412,77.8,20.6,1.5,3116,0.106,0.114,61321,0.716,0.066,0.56,0.199,619.463916,130087.42236,95476.511946,34610.910414,55.872359,19.9,619.463916,96526.527546,33560.894814,54.17732,17.8,97205.591896,22858.97,39.981684,CAFB_Hunger_Heat_Map_202,{3F37095E-060A-41B6-A773-AD80BD1F562B},,,0,0,252
24,033,806711,24033806711,8067.11,Census Tract 8067.11,G5020,S,1420254,0,24033806711,806711,0,806711,90.7,6.1,3.2,4709,0.079,0.062,58768,0.73,0.117,0.413,0.185,871.165,182944.65,131120.068891,51824.581109,59.488824,18.5,870.293835,133416.97436,49344.73099,56.698932,16.7,116739.536887,49281.84,62.336472,CAFB_Hunger_Heat_Map_203,{D6E97218-1FA8-44AF-9564-12B6A62DECD2},,,0,0,253
24,031,705903,24031705903,7059.03,Census Tract 7059.03,G5020,S,2855781,0,24031705903,705903,0,705903,86.5,13.1,0.5,4408,0.017,0.017,203750,0.003,0.086,0.919,0,0,0,0,0,0,0,0,0,0,0,0.6,4964.207134,781.39,28.559681,CAFB_Hunger_Heat_Map_204,{D4461120-E5C6-409E-AA0C-44A5D75BA471},,,0,0,254
24,031,705902,24031705902,7059.02,Census Tract 7059.02,G5020,S,3642347,10702,24031705902,705902,0,705902,89.7,10.4,0,4312,0.062,0.009,190066,0.03,0.057,0.881,0.028,120.856736,25379.91456,24846.917895,532.996665,4.410153,2.8,120.615264,24868.532165,460.673275,3.819361,2.9,24814.761415,1268.71,10.214467,CAFB_Hunger_Heat_Map_205,{184CE4B8-529E-4A43-B439-D67EBC0EC0BE},,,0,0,255
24,033,800413,24033800413,8004.13,Census Tract 8004.13,G5020,S,1481388,5483,24033800413,800413,0,800413,78,21.9,0,3926,0.07,0.137,87682,0.882,0.019,0.509,0.202,792.258948,166374.37908,140184.756584,26189.622496,33.056897,20.2,793.052,142313.537476,24227.382524,30.549551,16.8,110684.24475,15829.84,26.275855,CAFB_Hunger_Heat_Map_301,{1A379347-4215-49F7-B397-D07A27B857DC},,,0,0,256
24,033,805801,24033805801,8058.01,Census Tract 8058.01,G5020,S,1425047,2070,24033805801,805801,0,805801,75.3,23.1,1.6,4594,0.14,0.191,74063,0.318,0.657,0.748,0.088,404.272,84897.12,42995.339881,41901.780119,103.647495,8.8,403.867728,45025.779885,39786.442995,98.513548,10.1,43791.898545,53095.38,115.082497,CAFB_Hunger_Heat_Map_302,{86419220-F8FE-4C23-B957-EE8257E5C7B0},,,0,0,257
24,033,800504,24033800504,8005.04,Census Tract 8005.04,G5020,S,9816286,40578,24033800504,800504,0,800504,95,4.4,0.5,4995,0.044,0.022,109814,0.197,0.123,0.882,0.051,254.490255,53442.95355,41407.877684,12035.075866,47.29091,5.1,254.745,46220.597354,7275.852646,28.561317,4.7,43595.891091,4125.56,18.154674,CAFB_Hunger_Heat_Map_303,{A892D75D-62A5-4344-9B79-D6B97388BA5B},,,0,0,258
51,059,480801,51059480801,4808.01,Census Tract 4808.01,G5020,S,2307603,1564,51059480801,480801,0,480801,86.9,9.7,3.4,5232,0.047,0.05,96375,0.182,0.356,0.771,0.036,188.352,39553.92,25265.251937,14288.668063,75.861515,3.6,188.163648,30331.340405,9183.025675,48.803399,4.6,40090.994663,8672.69,37.348779,CAFB_Hunger_Heat_Map_304,{94FF3693-EA44-4175-A8A6-D0467EA7C5AA},,,0,0,259
24,031,701800,24031701800,7018,Census Tract 7018,G5020,S,1544421,4681,24031701800,701800,0,701800,58.7,37.6,3.8,5130,0.067,0.093,63355,0.473,0.043,0.529,0.16,821.6208,172540.368,98227.93412,74312.43388,90.446145,16,820.8,98910.846387,73457.153613,89.494583,16.4,124391.161942,35410.44,46.533902,CAFB_Hunger_Heat_Map_305,{670F2D39-3FFD-41B3-94BF-D0F283210530},,,0,0,260
24,031,704805,24031704805,7048.05,Census Tract 7048.05,G5020,S,310144,0,24031704805,704805,0,704805,58.7,33.5,7.8,1678,0.061,0.129,102098,0.079,0.041,0.16,0.155,260.09,54618.9,48527.395688,6091.504312,23.420756,15.5,260.09,48333.659316,6285.240684,24.165638,14.7,34388.638924,13922.91,60.519925,CAFB_Hunger_Heat_Map_306,{424CA37D-638F-4541-B6EB-423FCB168FDE},,,0,0,261
24,031,705400,24031705400,7054,Census Tract 7054,G5020,S,1988390,0,24031705400,705400,0,705400,74.5,18.7,6.9,2862,0.026,0.012,250000,0.024,0.048,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAFB_Hunger_Heat_Map_307,{4D2FEB0F-AA4E-4F34-B299-79E16987AA70},,,0,0,262
11,001,001500,11001001500,15,Census Tract 15,G5020,S,4687921,12091,11001001500,1500,0,1500,85.3,10.3,4.4,6159,0.013,0.031,204333,0.161,0.036,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAFB_Hunger_Heat_Map_308,{D9F51A31-E0A8-42E0-934F-ACCF2B833AD2},,,0,0,263
24,033,805500,24033805500,8055,Census Tract 8055,G5020,S,1021179,0,24033805500,805500,0,805500,70.1,24.5,5.4,4244,0.121,0.12,76058,0.259,0.667,0.51,0.083,352.252,73972.92,37427.729275,36545.190725,103.747291,8.3,352.252,38691.307764,35281.612236,100.160147,10.3,44382.060062,46788.39,107.771344,CAFB_Hunger_Heat_Map_309,{E9DEC180-E422-4837-B5E7-FEB349F80E0E},,,0,0,264
51,059,482002,51059482002,4820.02,Census Tract 4820.02,G5020,S,1884050,56976,51059482002,482002,0,482002,91.4,8.2,0.5,3638,0.055,0.013,131250,0.059,0.087,0.618,0.066,240.348108,50473.10268,34072.418861,16400.683819,68.237208,6.6,240.348108,40329.696111,10143.406569,42.202981,6.7,42491.354656,8160.65,33.833521,CAFB_Hunger_Heat_Map_310,{3654D01D-5523-4FCE-8EE2-FCCD28C267FB},,,0,0,265
51,059,480802,51059480802,4808.02,Census Tract 4808.02,G5020,S,2580649,5857,51059480802,480802,0,480802,96.8,2.6,0.7,3810,0.036,0.03,104901,0.035,0.1,0.679,0.058,221.20098,46452.2058,29175.545706,17276.660094,78.103904,5.8,220.98,35452.818106,10952.981894,49.56549,8.1,56014.115104,11685.68,36.24817,CAFB_Hunger_Heat_Map_311,{5D7CBB9D-1F26-4C7A-99BB-D3B6BFFFF76A},,,0,0,266
24,031,704804,24031704804,7048.04,Census Tract 7048.04,G5020,S,339289,0,24031704804,704804,0,704804,70.8,19.8,9.5,1671,0.007,0.034,113346,0.037,0.059,0.436,0.073,122.104983,25642.04643,22005.994638,3636.051792,29.778079,7.3,121.983,22318.811067,3297.618933,27.03343,7.9,20681.095896,3706.2,31.914269,CAFB_Hunger_Heat_Map_312,{6DF2A279-8C85-4A76-9F0C-27A362715261},,,0,0,267
24,033,805909,24033805909,8059.09,Census Tract 8059.09,G5020,S,1168648,11608,24033805909,805909,0,805909,61.9,34,4.1,4612,0.122,0.148,47917,0.547,0.253,0.126,0.22,1014.64,213074.4,118544.583179,94529.816821,93.165869,22,1013.62536,128364.253878,84497.071722,83.361245,20.7,86658.080257,108435.28,116.720573,CAFB_Hunger_Heat_Map_256,{B5252957-47FF-48A7-9D48-27846AA66A70},,,0,0,268
24,033,806400,24033806400,8064,Census Tract 8064,G5020,S,2066538,0,24033806400,806400,0,806400,72.4,20.9,6.6,3586,0.04,0.091,137212,0.093,0.087,0.847,0.052,186.285528,39119.96088,19608.839163,19511.121717,104.737721,5.2,186.472,20771.421503,18387.698497,98.608362,4.9,16150.045557,19854.66,115.803725,CAFB_Hunger_Heat_Map_257,{63068FEB-1730-4E1F-A174-3AB0B720DD8C},,,0,0,269
24,031,705800,24031705800,7058,Census Tract 7058,G5020,S,6776285,2893969,24031705800,705800,0,705800,87.4,9.9,2.7,6314,0.029,0.026,185500,0.042,0.028,0.828,0.026,164.164,34474.44,33783.182322,691.257678,4.210775,2.6,164.328164,33898.752445,610.161995,3.71307,2.5,30464.259148,2993.99,18.79172,CAFB_Hunger_Heat_Map_258,{6298BA4C-5D08-4C28-89B0-BA10378F5D8A},,,0,0,270
11,001,010300,11001010300,103,Census Tract 103,G5020,S,1080329,61,11001010300,10300,0,10300,50.8,48,1.2,3162,0.178,0.199,57024,0.658,0.195,0.531,0.18,569.16,119523.6,71082.574419,48441.025581,85.10968,18,569.72916,69987.654978,49655.468622,87.15627,18,68413.88602,54889.71,93.483401,CAFB_Hunger_Heat_Map_259,{55A84B12-B883-4DAB-AB16-6BE55078483F},,,0,0,271
